4.491	4.491	1
24.251	24.251	2
47.402	47.402	3
64.906	64.906	4
88.570	88.570	5
99.122	99.122	6
110.559	110.559	7
134.067	134.067	8
154.988	154.988	9
177.444	177.444	10
195.344	195.344	11
220.844	220.844	12
236.359	236.359	13
258.795	258.795	14
287.487	287.487	15
303.797	303.797	16
316.439	316.439	17
327.182	327.182	18
341.120	341.120	19
376.282	376.282	20
401.781	401.781	21
419.772	419.772	22
437.594	437.594	23
455.471	455.471	
