3.840	3.840	1
13.760	13.760	2
27.600	27.600	3
40.020	40.020	4
49.460	49.460	5
54.700	54.700	6
61.080	61.080	7
74.760	74.760	8
86.980	86.980	9
102.380	102.380	10
115.580	115.580	11
130.980	130.980	12
141.860	141.860	13
154.580	154.580	14
171.880	171.880	15
179.980	179.980	16
187.300	187.300	17
196.320	196.320	18
207.880	207.880	19
224.180	224.180	20
240.100	240.100	21
249.240	249.240	22
259.860	259.860	23
