\id RUT
\c 2
\level verse
\separators . ? ! : ; ,
2.1	15	1
15	31.68	2
31.68	42.8	3
42.8	59.34	4
59.34	66.18	5
66.18	73.86	6
73.86	88.64	7
88.64	101.44	8
101.44	116.6	9
116.6	128.02	10
128.02	143.68	11
143.68	153.14	12
153.14	166.14	13
166.14	183.52	14
183.52	193.1	15
193.1	201.32	16
201.32	207.62	17
207.62	217.82	18
217.82	239.38	19
239.38	256.3	20
256.3	269.5	21
269.5	282.52	22
282.52	295.72	23
