\id RUT
\c 3
\level verse
\separators . ? ! : ; ,
2.36	10.52	1
10.52	20.3	2
20.3	31.56	3
31.56	44.66	4
44.66	49.54	5
49.54	54.58	6
54.58	69.48	7
69.48	79.66	8
79.66	92.76	9
92.76	106.6	10
106.6	118.94	11
118.94	124.6	12
124.6	144.28	13
144.28	159.94	14
159.94	174.36	15
174.36	187.22	16
187.22	196.18	17
196.18	210.48	18
