2.463	2.463	1
13.487	13.487	2
28.752	28.752	3
38.955	38.955	4
53.920	53.920	5
60.923	60.923	6
67.869	67.869	7
81.368	81.368	8
94.939	94.939	9
109.892	109.892	10
119.915	119.915	11
134.904	134.904	12
143.826	143.826	13
156.636	156.636	14
173.316	173.316	15
183.326	183.326	16
190.865	190.865	17
196.671	196.671	18
205.630	205.630	19
225.577	225.577	20
240.976	240.976	21
252.323	252.323	22
264.459	264.459	23
277.290	277.290	
